rpm,temperature,load_factor,voltage,current,power_watts,efficiency,motor_temp,anomaly
545.8,21.2,1.168,233.8,1.198,266.04,84.2,37.9,0
207.8,33.1,1.364,234.2,0.581,129.18,81.6,45.2,0
795.5,20.8,1.456,227.1,1.677,361.78,84.8,43.7,0
542.8,31.7,0.626,225.4,1.149,421.32,83.4,45.5,1
1081.5,42.1,0.597,224.6,2.176,464.22,84.3,67.2,0
228.7,29.0,1.303,227.4,0.541,116.76,80.9,38.4,0
901.8,43.3,1.366,231.0,1.926,422.74,85.7,66.2,0
1329.8,35.8,1.084,236.8,2.748,618.3,82.3,67.1,0
409.3,43.4,0.866,235.5,0.887,198.5,82.4,54.6,0
766.0,38.9,1.153,221.9,1.665,350.99,87.4,57.8,0
309.7,22.6,0.806,226.1,0.685,147.14,84.3,33.6,0
950.8,25.8,0.738,236.5,2.094,470.42,87.2,47.7,0
860.6,29.9,0.988,226.3,1.811,389.4,84.6,51.7,0
688.8,24.3,0.716,229.7,1.3,283.79,84.0,41.7,0
825.7,32.4,0.984,221.5,1.677,352.9,85.8,54.3,0
1275.9,31.8,1.457,235.8,2.683,600.93,83.8,64.9,0
435.6,43.9,1.34,220.4,0.95,198.91,83.9,59.5,0
227.1,30.8,1.442,221.8,0.528,111.25,79.6,43.1,0
1234.0,39.6,1.306,235.3,2.511,561.18,82.1,70.4,0
892.5,43.5,0.855,239.6,1.848,420.54,85.3,65.0,0
1268.8,41.9,1.312,228.5,2.655,576.41,82.1,71.5,0
916.3,25.2,1.423,229.8,1.948,425.27,83.5,51.3,0
1172.2,32.4,1.447,234.5,2.398,534.34,83.4,62.4,0
715.6,28.7,1.183,231.4,1.559,342.86,81.7,50.9,0
1099.8,30.0,0.711,228.1,2.206,478.03,83.5,56.3,0
1295.6,29.0,0.54,227.6,2.669,577.07,82.1,58.6,0
886.5,40.7,0.647,222.2,1.863,393.19,85.2,62.3,0
416.9,31.3,1.466,231.2,0.892,195.83,84.1,47.5,0
522.6,33.1,0.962,229.5,1.074,234.12,84.6,48.8,0
438.4,44.6,1.355,227.8,1.008,494.98,84.6,60.7,1
496.2,21.5,0.965,225.0,1.034,221.05,83.9,36.4,0
567.7,32.2,1.161,225.5,1.216,260.52,83.0,48.7,0
866.2,39.4,0.524,233.1,1.832,405.73,85.0,58.1,0
905.6,23.8,0.75,234.4,1.896,422.31,84.0,46.1,0
711.8,35.3,0.936,228.4,1.46,316.72,83.6,55.5,0
938.5,26.0,1.131,227.8,1.957,423.55,85.4,50.3,0
297.9,41.7,0.672,225.7,0.624,133.88,81.1,51.2,0
305.3,28.2,1.265,234.7,0.746,166.23,83.2,39.3,0
406.2,28.2,0.864,230.2,0.961,210.05,82.2,40.2,0
821.7,35.0,1.317,231.8,1.702,374.85,84.7,56.7,0
456.8,24.6,0.598,231.8,0.967,212.83,83.3,35.6,0
539.9,27.1,1.18,228.5,1.212,263.02,85.5,43.9,0
680.4,30.4,0.793,224.2,1.432,304.97,85.5,47.9,0
1174.2,28.8,1.295,225.0,2.47,528.04,82.8,59.6,0
216.6,33.1,0.902,235.6,0.514,115.08,81.4,42.7,0
979.3,35.0,1.165,226.4,1.999,429.88,86.0,59.5,0
1002.7,34.2,1.434,227.9,2.117,458.47,86.1,59.5,0
1158.4,36.4,0.521,224.3,2.436,519.04,82.3,61.2,0
1319.3,27.7,0.511,223.9,2.708,575.96,83.6,55.9,0
224.2,23.2,1.27,226.2,0.616,132.39,82.9,34.5,0
384.5,39.0,1.146,238.4,0.777,375.75,83.5,53.1,1
1263.4,41.3,0.793,233.3,2.627,582.14,82.8,70.5,0
750.2,26.4,0.994,227.4,1.544,333.54,84.4,47.1,0
877.5,30.2,0.542,235.4,1.769,395.52,83.7,53.0,0
995.6,32.5,0.692,229.2,2.125,462.79,85.0,55.7,0
1014.9,33.3,0.924,236.8,2.097,471.59,84.4,58.0,0
1318.1,36.5,1.334,241.1,2.722,623.31,82.8,68.7,0
1396.3,21.0,0.98,235.1,2.88,643.32,81.9,54.2,0
1064.2,38.0,1.086,230.5,2.113,462.66,86.8,65.9,0
544.7,21.5,1.374,233.5,1.247,276.68,85.5,38.8,0
1255.7,31.7,0.809,230.1,2.679,585.5,83.5,60.5,0
259.1,40.7,1.201,220.8,0.665,139.42,79.9,51.4,0
477.3,31.3,1.362,226.7,1.075,231.45,84.4,46.5,0
1276.9,23.7,0.703,225.2,2.602,556.72,84.3,52.9,0
507.4,44.6,0.856,226.6,1.049,225.74,83.7,59.2,0
464.8,42.2,1.48,239.0,1.105,250.97,86.1,58.9,0
365.8,39.3,1.483,235.6,0.891,199.38,83.7,55.9,0
1230.9,30.3,0.723,232.2,2.551,562.7,83.4,58.9,0
800.1,24.6,0.566,234.1,1.67,371.28,84.0,42.3,0
1009.9,43.5,0.771,220.5,2.117,443.51,86.1,68.2,0
486.9,33.3,0.898,233.6,1.026,227.65,83.2,47.2,0
1109.6,41.3,0.941,234.7,2.433,542.41,83.5,67.9,0
1112.0,28.6,1.119,218.8,2.294,476.88,82.1,56.2,0
575.1,28.4,1.4,233.8,1.227,272.62,85.4,46.6,0
692.8,44.6,0.83,222.9,1.528,323.49,85.5,62.9,0
451.6,33.0,1.35,220.1,1.002,209.63,83.8,50.9,0
1371.9,23.5,0.593,236.6,2.796,628.54,82.5,53.6,0
974.7,25.5,0.542,225.0,2.073,442.98,85.3,47.8,0
1321.5,32.0,1.004,226.4,2.759,593.48,81.9,63.7,0
564.1,21.1,0.56,234.9,1.214,270.89,83.7,34.6,0
1138.3,31.6,0.892,228.5,2.282,495.27,82.1,58.4,0
1119.0,30.5,1.397,229.1,2.358,513.29,83.8,60.8,0
1030.0,39.5,0.741,229.0,2.086,453.84,83.2,63.3,0
1358.8,28.9,1.206,231.7,2.784,612.89,82.0,61.2,0
672.3,44.6,0.802,228.9,1.438,312.66,84.7,63.8,0
356.9,24.5,0.545,230.6,0.764,167.28,82.6,33.2,0
1006.1,34.8,1.057,227.5,2.132,460.83,85.6,61.1,0
1075.2,22.2,1.335,231.8,2.278,501.52,83.3,50.2,0
890.1,38.3,0.909,231.6,1.906,419.36,83.1,59.5,0
448.2,44.9,1.117,239.5,0.93,211.56,83.5,59.0,0
805.3,40.5,1.4,228.1,1.839,398.56,84.3,63.4,0
574.6,33.9,1.29,229.1,1.246,271.25,84.6,50.2,0
713.0,32.1,0.694,231.2,1.553,341.18,84.0,50.3,0
974.3,40.9,1.233,234.8,1.925,429.51,85.1,66.9,0
1094.3,43.4,1.002,224.5,2.269,483.96,83.2,69.9,0
478.7,44.7,1.246,230.5,0.991,217.09,83.0,61.0,0
686.4,29.9,0.995,217.5,1.409,291.15,85.5,48.8,0
523.0,44.8,0.628,228.6,1.125,244.29,84.2,59.7,0
438.4,23.9,1.07,235.4,0.937,209.59,82.5,36.9,0
1140.1,26.3,0.992,226.4,2.422,520.8,82.9,53.8,0
1291.1,22.2,1.018,230.9,2.744,601.82,82.2,54.1,0
644.3,26.8,1.379,227.4,1.336,288.55,83.6,47.1,0
1101.5,39.2,1.395,225.7,2.288,490.51,83.8,65.9,0
1276.4,41.3,0.954,234.9,2.59,577.92,82.5,69.9,0
1215.3,39.5,0.956,224.8,2.576,550.01,82.4,68.6,0
419.4,35.8,1.015,231.5,0.933,205.21,84.2,50.9,0
1347.6,32.8,1.02,231.5,2.781,611.62,81.0,64.5,0
652.0,37.7,1.45,225.7,1.43,306.64,86.0,58.7,0
607.1,29.8,1.149,230.8,1.286,281.91,84.4,47.7,0
274.9,41.0,0.777,225.3,0.587,125.63,81.6,51.0,0
783.4,36.9,1.032,232.6,1.658,366.35,85.5,58.8,0
330.8,37.4,1.127,223.4,0.742,157.51,82.8,50.6,0
498.2,33.4,1.14,228.3,1.104,239.49,84.8,50.0,0
580.3,42.1,1.085,228.7,1.175,255.43,82.5,58.5,0
1170.6,26.3,0.678,235.6,2.411,539.48,84.1,52.9,0
1250.6,29.5,0.534,230.7,2.523,552.94,82.5,57.7,0
563.0,39.4,0.838,234.8,1.215,270.95,84.5,55.4,0
1230.4,32.3,0.928,232.8,2.585,571.59,83.1,62.2,0
1228.7,42.2,0.562,232.7,2.5,552.73,84.5,67.8,0
1117.6,28.7,1.315,228.3,2.389,518.32,82.1,58.8,0
376.0,29.2,0.844,235.1,0.736,164.49,84.8,39.3,0
1028.4,42.2,1.414,228.2,2.247,487.14,85.2,69.1,0
1334.0,31.6,0.654,221.4,2.794,587.6,82.3,61.8,0
1019.0,32.9,0.557,228.9,2.055,446.82,83.1,56.0,0
597.9,28.3,0.982,232.3,1.229,486.09,82.9,46.6,1
800.7,26.9,0.689,222.0,1.588,334.86,84.4,45.2,0
974.9,36.4,1.437,225.6,2.104,450.89,85.3,62.7,0
812.7,23.0,0.51,223.8,1.657,352.45,85.0,39.8,0
343.9,42.0,0.913,233.9,0.755,167.86,83.5,53.6,0
574.5,39.5,1.427,238.4,1.204,272.56,83.0,57.9,0
1162.9,24.8,0.884,229.0,2.485,540.57,83.7,51.2,0
1233.7,37.4,0.593,232.7,2.486,549.42,84.2,66.3,0
364.8,35.1,0.803,232.5,0.806,178.03,84.6,47.5,0
1342.9,24.6,0.998,237.8,2.771,625.92,80.8,56.5,0
594.6,26.8,0.685,226.7,1.23,265.01,84.2,43.3,0
994.8,30.2,0.967,228.9,2.038,443.19,84.3,54.9,0
1102.2,37.5,1.336,228.3,2.29,496.71,83.5,66.9,0
1174.3,36.0,1.373,230.4,2.482,543.1,84.5,67.2,0
1334.9,33.3,0.549,242.5,2.713,625.11,85.0,61.7,0
575.5,39.2,0.661,230.2,1.305,285.23,83.4,54.5,0
1230.2,38.9,0.775,225.7,2.499,535.95,83.6,67.6,0
358.0,35.4,1.095,224.2,0.844,179.77,83.3,47.1,0
1046.0,39.7,0.861,236.3,2.087,468.43,84.7,63.6,0
1090.4,28.4,1.344,225.7,2.237,479.75,85.5,57.4,0
1013.3,42.0,1.217,233.3,2.089,462.94,84.9,68.1,0
502.8,35.4,0.6,226.6,1.016,218.66,82.0,47.0,0
1247.7,40.6,1.125,223.7,2.606,553.79,81.6,71.7,0
402.6,33.7,0.613,233.0,0.864,191.28,82.4,45.7,0
264.4,25.5,0.755,226.8,0.478,103.01,81.4,33.4,0
1061.0,33.6,0.678,232.1,2.289,504.8,84.2,58.2,0
770.6,29.3,0.673,232.5,1.613,356.24,84.8,49.6,0
1218.9,37.4,1.116,232.7,2.531,559.62,81.4,66.5,0
660.1,31.9,1.064,228.7,1.471,319.48,83.2,52.1,0
401.9,40.9,0.676,233.4,0.928,205.8,81.3,52.0,0
1203.7,37.0,1.49,225.4,2.504,536.15,81.8,68.4,0
858.7,37.1,0.922,217.7,1.703,352.25,86.0,57.5,0
427.0,25.4,0.597,233.5,0.938,208.01,83.3,35.6,0
1064.5,44.6,0.621,230.8,2.156,472.87,83.3,68.3,0
813.3,41.0,1.084,226.9,1.784,384.61,83.1,63.6,0
925.2,39.7,1.479,222.6,1.925,700.89,83.8,68.0,1
753.1,28.3,1.072,219.8,1.565,326.9,85.6,51.3,0
1194.5,33.4,1.449,230.3,2.428,531.02,83.9,64.4,0
1195.5,23.4,0.944,238.2,2.398,542.85,83.2,51.7,0
1051.3,33.5,0.936,229.3,2.177,474.31,84.1,58.2,0
326.5,23.6,1.0,228.2,0.716,155.33,81.0,36.3,0
1206.6,33.8,1.197,229.9,2.483,542.28,82.6,63.2,0
1005.2,36.2,0.868,240.9,2.193,501.8,85.1,60.4,0
1036.4,29.8,1.364,233.8,2.201,488.78,83.8,57.8,0
635.6,32.5,0.529,225.3,1.331,284.84,86.4,48.3,0
1255.1,41.9,0.94,230.1,2.461,538.12,84.1,71.1,0
1070.4,22.7,1.011,231.7,2.255,496.38,83.8,49.1,0
335.1,39.8,1.107,224.7,0.915,195.36,82.6,51.4,0
689.3,24.3,0.776,233.8,1.432,318.13,87.1,41.1,0
1263.7,20.9,0.927,225.9,2.554,548.14,83.7,49.8,0
256.6,24.6,0.985,222.4,0.595,125.8,82.1,33.2,0
1353.7,39.1,1.187,230.4,2.734,598.43,82.1,72.5,0
1015.0,30.1,1.274,229.6,2.147,468.26,84.7,56.6,0
957.7,41.8,1.238,230.0,2.094,457.53,84.7,66.0,0
524.7,33.1,0.842,226.2,1.091,234.42,83.2,46.6,0
498.6,20.6,1.499,226.9,1.061,228.61,83.7,36.8,0
1330.5,37.9,1.349,235.6,2.762,618.37,80.7,70.7,0
557.9,22.8,0.76,232.2,1.152,254.03,85.1,38.8,0
1130.6,39.7,0.695,225.2,2.26,483.56,83.8,65.1,0
671.7,24.2,0.814,220.2,1.389,290.65,85.6,42.3,0
367.1,28.6,0.952,225.4,0.781,167.28,81.9,42.3,0
212.9,39.0,1.351,230.8,0.601,131.68,83.0,50.2,0
853.1,43.9,1.278,226.8,1.872,403.36,86.3,66.5,0
1370.9,29.3,1.351,226.5,2.909,625.72,80.2,63.4,0
643.0,40.7,0.772,227.1,1.405,303.14,84.2,57.4,0
628.6,24.8,1.093,229.6,1.347,293.85,84.3,44.5,0
612.9,40.2,0.783,233.9,1.261,280.33,83.2,54.6,0
824.7,36.4,0.609,230.0,1.782,389.47,84.7,57.1,0
728.8,24.8,1.184,230.3,1.559,341.1,85.5,43.6,0
1255.9,27.6,0.643,228.9,2.509,545.56,82.5,56.7,0
806.6,23.3,1.168,227.5,1.649,356.45,83.3,44.9,0
809.3,29.6,1.148,234.5,1.642,365.84,85.8,53.3,0
366.0,25.1,1.31,233.7,0.72,159.88,82.3,39.6,0
1379.3,36.1,0.64,240.2,2.846,649.52,81.0,67.5,0
500.0,44.9,1.283,233.1,1.047,231.82,85.8,60.3,0
288.0,20.3,1.499,227.5,0.634,136.93,82.8,35.4,0
995.8,33.5,1.351,225.5,2.095,448.66,83.8,63.0,0
914.4,34.3,1.252,234.8,1.916,427.41,83.7,60.9,0
698.2,42.9,1.162,225.9,1.462,313.71,85.9,61.6,0
706.6,32.7,0.922,234.0,1.568,348.63,85.8,51.2,0
1142.1,33.6,1.231,226.2,2.303,494.88,83.3,61.4,0
434.9,31.8,1.224,231.7,0.889,195.62,82.4,46.0,0
1184.3,26.7,1.131,224.7,2.475,528.29,83.9,56.3,0
978.5,21.4,1.296,233.9,2.012,447.05,85.3,48.2,0
702.8,30.2,0.949,223.8,1.45,308.31,84.5,49.5,0
749.6,21.3,0.621,231.4,1.498,329.19,83.9,37.7,0
508.0,33.8,1.059,229.0,1.12,243.58,84.2,49.2,0
1102.5,27.7,0.765,230.5,2.282,499.78,84.5,54.1,0
815.4,33.3,0.884,228.0,1.714,371.38,84.5,55.0,0
585.0,23.4,0.517,227.9,1.19,257.67,84.8,38.1,0
915.3,43.3,0.883,230.8,1.88,412.26,85.2,66.5,0
1394.9,42.4,1.309,225.0,2.889,617.58,82.6,76.6,0
722.3,24.7,1.043,225.0,1.57,335.49,84.5,44.7,0
1304.8,28.6,0.51,228.2,2.742,594.49,81.3,59.8,0
614.0,35.3,0.97,228.0,1.367,296.2,84.6,53.7,0
265.7,22.4,0.791,225.0,0.619,132.21,83.8,32.0,0
445.1,28.9,0.978,234.6,1.017,226.69,82.0,43.4,0
702.4,26.3,0.905,228.3,1.417,307.42,82.6,44.9,0
463.6,42.9,1.432,228.9,1.006,218.71,83.8,59.4,0
200.3,41.3,0.541,223.4,0.495,105.07,81.0,49.0,0
1298.0,34.5,1.184,240.4,2.684,612.81,82.3,65.8,0
1212.7,33.0,1.351,242.1,2.543,584.9,83.1,63.9,0
1090.8,43.3,1.459,226.1,2.347,504.06,85.2,71.0,0
401.4,43.3,0.678,236.1,0.921,206.64,83.4,55.5,0
344.4,44.2,1.031,229.5,0.73,159.21,83.7,57.3,0
281.1,23.1,0.544,238.0,0.613,138.65,79.8,32.1,0
1068.8,24.0,0.999,231.7,2.166,476.64,83.7,50.2,0
1314.6,36.9,0.625,230.5,2.658,582.13,81.5,66.3,0
716.6,33.5,1.338,217.5,1.448,299.23,82.6,54.7,0
343.0,20.5,0.614,225.6,0.744,159.41,83.0,31.5,0
814.9,21.5,1.013,230.1,1.613,352.54,84.9,43.9,0
618.6,42.2,1.021,231.0,1.35,296.28,84.2,58.2,0
649.8,41.7,1.472,223.9,1.483,315.44,84.6,61.2,0
945.6,28.9,1.155,226.4,2.004,431.02,84.9,54.1,0
1062.5,42.3,0.788,232.8,2.209,488.51,85.3,66.1,0
332.7,34.8,0.741,223.1,0.814,172.52,83.5,46.1,0
242.7,40.1,0.628,230.7,0.573,125.64,82.2,47.9,0
1393.2,30.7,1.257,236.2,2.837,636.51,83.8,65.5,0
479.3,22.8,1.191,231.9,1.047,230.73,83.3,38.4,0
264.6,30.8,1.11,231.7,0.714,157.04,80.8,41.6,0
427.9,31.4,0.541,219.9,0.86,300.58,84.8,41.6,1
246.7,33.8,1.263,225.9,0.521,111.89,83.8,44.5,0
670.2,22.6,1.142,240.3,1.451,331.16,84.2,41.6,0
1162.9,44.8,1.464,227.0,2.433,524.59,85.1,75.2,0
609.5,26.1,1.087,236.3,1.273,285.76,84.1,44.5,0
733.0,25.0,0.804,226.9,1.468,316.55,85.5,43.0,0
1010.7,33.2,0.882,228.6,2.001,434.61,85.2,57.8,0
810.7,33.4,0.676,232.6,1.616,357.0,84.4,54.5,0
1233.7,31.0,1.223,230.5,2.64,1080.19,85.0,62.6,1
1239.2,39.3,1.208,231.9,2.578,567.9,85.0,70.2,0
211.9,32.9,0.701,225.9,0.394,84.48,80.5,39.2,0
1133.7,35.2,0.658,224.3,2.395,510.31,84.1,59.8,0
752.9,38.1,0.577,225.6,1.634,350.25,85.9,56.7,0
1386.6,20.6,1.412,227.3,2.926,631.91,79.7,56.2,0
779.9,34.3,0.733,228.9,1.61,349.93,85.0,51.6,0
1384.3,42.1,0.844,235.2,2.839,634.4,79.9,74.7,0
1105.5,20.4,0.781,230.4,2.277,498.54,84.7,45.9,0
498.3,30.1,0.914,232.4,1.143,252.27,84.2,44.3,0
846.1,43.2,1.214,230.7,1.768,387.55,84.6,67.0,0
1390.6,28.8,1.371,224.4,2.841,605.66,79.9,64.2,0
1229.0,31.5,0.683,230.1,2.558,559.23,82.6,59.4,0
316.8,44.5,1.186,230.7,0.798,174.86,83.2,57.5,0
1047.6,25.0,0.853,233.8,2.16,479.82,84.3,49.8,0
614.7,21.6,1.481,224.7,1.359,289.95,85.8,40.5,0
208.4,41.5,0.799,219.8,0.504,105.2,82.6,50.9,0
684.2,41.7,0.507,230.9,1.423,312.09,86.0,59.3,0
481.7,31.8,1.016,231.8,1.005,221.18,83.4,45.9,0
1182.6,32.9,0.651,229.1,2.373,516.48,83.8,59.2,0
604.8,40.9,0.544,230.1,1.247,272.63,83.7,56.6,0
1193.0,38.5,1.198,234.4,2.436,947.47,82.2,67.6,1
200.7,26.6,1.232,227.7,0.504,108.99,82.6,37.6,0
569.4,20.4,0.961,228.6,1.268,275.4,83.3,35.6,0
489.4,32.0,1.177,230.4,1.08,236.35,82.7,47.4,0
480.3,41.5,1.038,223.9,1.008,214.39,84.1,57.2,0
281.8,42.4,1.13,229.2,0.705,153.6,82.0,52.7,0
424.5,43.9,1.097,229.7,0.963,210.05,83.4,57.3,0
866.7,42.0,1.166,238.2,1.858,420.5,87.3,65.5,0
549.6,34.5,0.7,228.5,1.143,248.08,83.4,47.2,0
700.9,31.1,0.769,231.0,1.528,335.31,85.4,49.0,0
652.2,39.4,0.94,234.6,1.447,322.54,84.9,58.3,0
1251.1,38.5,0.946,225.8,2.579,553.2,84.0,69.1,0
1286.4,33.5,1.274,236.9,2.706,608.9,81.8,65.5,0
791.5,22.2,0.867,238.8,1.704,386.54,84.8,42.4,0
596.2,43.2,0.663,229.9,1.245,271.95,84.7,59.9,0
328.2,31.4,0.751,227.3,0.721,155.74,81.3,43.1,0
1344.1,29.1,0.715,238.1,2.757,623.71,80.2,59.4,0
272.3,35.7,1.232,234.0,0.587,130.47,82.2,46.7,0
557.2,36.8,0.97,230.4,1.222,267.44,85.7,53.7,0
557.7,25.3,1.209,237.1,1.252,282.09,84.1,43.6,0
584.5,40.9,0.916,236.6,1.249,280.63,84.3,58.6,0
397.1,27.2,1.39,228.3,0.908,196.95,84.5,42.7,0
1139.8,24.7,1.484,231.2,2.448,537.86,83.7,54.5,0
347.0,30.2,1.17,232.9,0.762,168.67,83.7,41.3,0
961.9,38.3,1.364,230.1,2.048,447.82,87.4,66.3,0
348.6,44.1,1.008,223.0,0.763,161.73,82.4,57.8,0
284.6,40.2,1.435,225.3,0.651,139.43,82.2,52.3,0
1291.3,43.5,1.332,223.2,2.71,574.61,83.0,76.2,0
428.2,23.5,1.492,232.5,0.966,213.44,85.1,39.3,0
1185.5,21.8,1.123,224.1,2.477,527.22,83.4,51.2,0
853.6,33.9,1.279,231.0,1.809,396.88,85.7,57.0,0
293.4,27.3,1.043,239.2,0.69,156.66,82.8,39.0,0
1346.5,40.7,0.759,237.1,2.855,643.18,81.9,70.3,0
496.4,36.8,0.855,220.8,1.125,236.04,83.7,50.6,0
1231.6,44.3,1.394,223.6,2.594,551.04,82.5,76.7,0
402.6,26.4,0.556,226.1,0.885,190.01,86.5,35.2,0
1224.7,32.1,1.091,224.2,2.521,536.89,81.7,62.4,0
215.9,32.5,0.872,221.7,0.5,105.31,80.1,40.7,0
814.1,26.0,0.887,229.9,1.723,376.43,85.2,48.3,0
1123.3,34.8,1.385,233.5,2.355,522.46,84.2,64.5,0
1321.8,31.1,1.354,234.8,2.782,620.46,82.7,63.5,0
1291.0,31.2,1.099,227.6,2.732,590.69,81.7,63.9,0
1183.5,29.1,0.773,228.6,2.43,527.76,82.5,56.6,0
1265.8,20.4,0.975,231.8,2.5,550.56,82.5,50.7,0
439.1,33.1,0.908,229.5,1.058,230.69,84.6,47.3,0
541.0,28.4,0.854,234.1,1.12,249.14,83.3,42.9,0
546.8,20.0,0.603,232.2,1.153,254.39,84.5,35.4,0
652.5,27.7,1.043,228.1,1.421,307.98,84.3,46.5,0
672.0,27.0,0.802,220.7,1.481,310.64,83.3,43.8,0
853.5,29.8,1.161,237.5,1.885,425.32,83.7,52.3,0
391.9,23.3,0.819,226.6,0.83,178.6,84.2,34.0,0
1029.5,32.7,0.931,231.8,2.198,483.94,83.9,58.2,0
401.1,37.3,0.552,220.4,0.877,183.64,84.7,47.9,0
572.4,35.8,1.493,229.9,1.392,304.14,84.4,55.0,0
804.0,40.1,1.008,230.5,1.754,383.98,83.6,59.5,0
1155.7,31.3,0.524,230.7,2.36,517.35,84.2,56.5,0
1087.4,33.0,1.041,245.1,2.22,516.88,83.4,58.9,0
974.6,40.3,1.37,226.8,1.927,415.21,84.3,67.1,0
386.9,30.7,1.273,234.1,0.902,200.58,84.4,44.2,0
856.5,37.5,1.201,232.6,1.861,411.24,83.7,61.1,0
304.9,30.9,0.639,226.6,0.71,152.84,82.1,39.6,0
652.8,30.4,1.158,234.0,1.276,283.76,83.7,50.9,0
696.2,39.0,1.266,229.2,1.432,311.74,83.7,59.3,0
247.8,24.4,1.072,234.4,0.598,133.06,81.5,35.6,0
528.8,28.5,1.393,239.8,1.245,283.62,83.4,45.9,0
1346.8,25.6,0.777,230.8,2.755,603.99,81.7,57.3,0
1344.4,29.0,0.742,228.6,2.809,610.1,82.7,58.8,0
622.8,25.8,1.37,235.3,1.288,287.88,83.9,45.0,0
251.7,34.5,1.125,237.0,0.605,136.11,80.5,44.7,0
414.9,40.0,0.501,225.6,0.881,188.83,84.2,52.6,0
670.7,39.7,0.853,227.7,1.483,320.85,84.1,56.2,0
1337.3,29.1,1.358,233.4,2.745,608.52,83.9,64.7,0
369.4,44.7,0.527,229.3,0.894,194.74,82.7,53.4,0
1116.2,34.8,0.503,225.2,2.277,487.22,83.9,60.4,0
330.4,30.0,0.781,232.7,0.676,149.53,80.5,39.9,0
1377.5,40.9,1.414,233.4,2.815,624.01,80.5,75.8,0
657.9,38.2,1.401,228.3,1.393,302.18,82.5,58.2,0
1130.3,38.7,1.019,230.3,2.369,518.26,84.2,65.6,0
611.1,24.9,1.053,227.1,1.269,273.86,84.6,42.5,0
953.2,31.7,0.832,224.5,1.939,413.52,85.4,54.5,0
430.4,41.5,0.744,227.5,0.984,212.69,84.4,54.4,0
375.2,32.6,1.315,230.4,0.688,150.62,84.2,45.7,0
1325.7,37.1,0.606,222.6,2.697,570.45,82.0,67.1,0
1301.2,34.7,0.987,227.9,2.62,567.13,82.6,66.5,0
1265.0,41.1,1.134,230.4,2.584,565.74,83.4,71.9,0
950.5,27.1,0.604,236.0,1.971,441.74,84.0,47.8,0
1169.9,34.4,1.02,228.4,2.415,524.08,82.7,64.6,0
282.8,23.1,1.078,223.8,0.628,133.47,83.9,34.6,0
601.7,37.3,1.242,229.0,1.362,296.32,82.8,54.8,0
576.4,38.3,0.735,227.2,1.227,264.85,85.0,54.0,0
962.8,21.1,0.793,232.8,2.077,459.18,85.1,42.6,0
627.1,36.9,1.07,228.3,1.38,299.38,83.6,56.0,0
378.2,30.4,1.483,216.4,0.813,167.09,82.6,47.5,0
915.8,23.1,0.717,248.5,1.987,469.05,84.5,45.8,0
1177.3,30.5,1.486,230.7,2.473,542.07,83.8,60.5,0
658.5,24.9,1.214,230.4,1.496,327.57,85.2,42.1,0
358.7,30.4,1.326,222.3,0.801,169.12,83.0,45.6,0
436.0,29.6,0.59,222.7,0.945,199.86,83.9,41.1,0
485.0,38.5,0.8,229.5,1.07,233.34,84.7,51.8,0
559.9,39.4,0.558,231.7,1.179,259.4,85.0,54.5,0
971.4,35.2,0.872,233.5,2.085,462.54,86.2,58.4,0
921.1,20.6,1.481,231.2,2.034,446.62,85.9,47.2,0
1035.3,43.3,0.605,224.1,2.029,432.0,84.5,67.0,0
635.0,37.2,1.062,217.5,1.401,289.46,85.4,55.4,0
1188.8,20.9,0.506,229.5,2.379,518.68,83.9,48.8,0
444.9,40.5,1.213,227.3,0.861,186.0,83.9,54.9,0
762.8,25.0,0.697,223.7,1.611,342.43,84.1,43.2,0
1161.1,34.5,0.63,234.1,2.414,536.99,83.9,60.6,0
416.2,31.7,0.837,222.1,0.94,198.33,81.5,43.0,0
331.8,30.5,1.271,233.1,0.776,171.89,83.9,44.4,0
1260.4,42.2,0.607,222.9,2.637,558.56,83.2,71.3,0
611.5,30.9,0.73,230.7,1.26,276.18,84.5,46.8,0
1020.6,21.9,0.508,234.7,2.102,468.56,84.1,43.9,0
230.4,43.7,1.468,228.3,0.613,132.92,82.4,52.9,0
1028.1,43.0,1.092,238.4,2.221,503.2,86.3,68.2,0
579.3,37.1,1.22,239.6,1.259,286.55,84.9,54.6,0
266.9,31.7,1.151,231.2,0.612,134.49,84.1,40.9,0
931.8,22.3,0.644,232.7,1.915,423.42,85.6,46.7,0
489.0,39.8,1.095,235.3,1.013,226.39,83.2,55.4,0
664.2,21.9,0.631,232.7,1.42,314.0,85.3,38.9,0
296.7,21.7,0.901,232.2,0.587,129.55,82.9,32.0,0
376.6,33.4,1.069,227.4,0.86,185.69,82.4,47.0,0
557.6,24.0,1.059,221.6,1.196,251.81,84.0,40.1,0
307.7,20.2,0.619,223.0,0.589,124.81,82.1,29.3,0
1293.0,30.6,0.534,241.9,2.569,590.3,82.7,60.5,0
207.3,23.4,1.298,231.6,0.46,101.25,81.2,35.2,0
780.6,24.0,1.226,228.8,1.629,354.12,85.3,45.7,0
347.9,21.9,0.582,236.3,0.821,184.28,83.4,33.8,0
569.2,25.1,0.627,226.3,1.189,255.65,85.7,39.6,0
1311.3,37.9,1.393,232.9,2.757,610.13,82.9,70.6,0
394.0,40.2,1.269,230.4,0.955,209.03,82.6,54.6,0
1359.0,31.3,1.496,232.3,2.878,635.08,84.0,66.3,0
447.0,32.7,0.754,228.3,0.964,209.08,83.1,44.2,0
